,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,nname,nzip,snum,rating,lat,lon,stnum
11218,"Pete's Towing Company, Inc","Pete's Towing Company, Inc",3744 N. 40th Street,Tampa,FL,33610.0,petes towing company inc,33610,3744,0.0,-82.4141726607,27.9796234378,3744.0
11219,Eustis Roofing,"Eustis Roofing Company, Inc.",15312 Old Highway 441,Tavares,FL,32778.0,eustis roofing,32778,15312,20.0,-81.7113853148,28.8217017493,14898.0
11220,"Giltech Roofing, Inc.","Giltech Roofing, Inc.",12305 62nd Street North    Unit C,Largo,FL,33773.0,giltech roofing inc,33773,12305,6.0,-82.7209305622,27.9080748403,14901.0
11221,Phoenix Design & Building,"Phoenix Project Management, Inc.",2704 S. Park Road,Hallandale,FL,33009.0,phoenix design & building,33009,2704,12.0,-80.1710625646,25.9895646057,2704.0
11222,Prestige Security,Prestige Security,600 South Florida Highway Suite 220,Deerfield Beach,FL,33441.0,prestige security,33441,600,56.0,-80.1045839425,26.3254341889,600.0
11223,Clevelander Hotel /Restaurant,"2K Clevelander, LLC",1020  Ocean Drive,Miami Beach,FL,33139.0,clevelander hotel /restaurant,33139,1020,0.0,-80.1306944046,25.7806344275,1020.0
11224,City of West Palm Beach,"City of West Palm Beach, Inc.",200  2nd Street,West Palm Beach,FL,33401.0,city of west palm beach,33401,200,0.0,-80.0506160006,26.7151237382,200.0
11225,"Endeavor Technical Services, Inc.","Endeavor Technical Services, Inc.",14382 Woodfield Circle South,Jacksonville,FL,32258.0,endeavor technical services inc,32258,14382,0.0,-81.5331176452,30.1414648792,14382.0
11226,"Megatran, Inc.","Megatran, Inc.",1680 NW 96th Avenue,Miami,FL,33172.0,megatran inc,33172,1680,5.0,-80.351201178,25.7898002076,1680.0
11227,Holiday Golf & Racquet Club Inc,Holiday Golf & Racquet Club Inc,100 Fairway Blvd,Panama City Beach,FL,32407.0,holiday golf & racquet club inc,32407,100,0.0,-85.8422318022,30.2066437922,100.0
11228,Land America Gulf Atlantic Title,Land America Financial Group Inc.,702 Country Club Drive,Titusville,FL,32780.0,land america gulf atlantic title,32780,702,0.0,-80.8122475701,28.5790612561,702.0
11229,K & C Harvesting Inc.,"K&C HARVESTING, INC.",520 Trader Road,Labelle,FL,33935.0,k & c harvesting inc,33935,520,10.0,-81.5108193147,26.7526338761,520.0
11230,Edilberto Carranza,"Carranza, Edilberto FLCE (housing provider)",3821 State Road 29 S,Labelle,FL,33935.0,edilberto carranza,33935,3821,42.0,-81.4375939727,26.7317100512,3821.0
11231,Verizon - LaPlant,Verizon Commuications,821 1st Ave. N.,Saint Petersburg,FL,33701.0,verizon - laplant,33701,821,4.0,-82.6451953472,27.7721324106,821.0
11232,Palm Beach Medical Transport,Walter Transport Corp,"3301 Electronic Way, Suite D",West Palm Beach,FL,33407.0,palm beach medical transport,33407,3301,10.0,-80.0661466253,26.7435171553,3301.0
11233,Blacksmith Marine Corporation,Blacksmith Marine Corporation,8137 North Main Street,Jacksonville,FL,32208.0,blacksmith marine corporation,32208,8137,2.0,-81.6473988722,30.3922283841,8100.0
11234,Advantage Auto Group Inc.,"Advantage Auto Group, Inc.",825 West International Speedway Blvd,Daytona Beach,FL,32114.0,advantage auto group inc,32114,825,2.0,-81.0334664625,29.2059021139,825.0
11235,St. Augustine Youth Services,"St. Augustine Youth Services, Inc.",50 Saragossa Street,Saint Augustine,FL,32084.0,st augustine youth services,32084,50,4.0,-81.3181044929,29.8958996962,50.0
11236,Southern Sheet Metal,Southern Sheet Metal Corporation,200 NE 32 Street,Oakland Park,FL,33334.0,southern sheet metal,33334,200,20.0,-80.1444341772,26.1673257476,200.0
11237,Melco,"Anchor Insulated Wire, Inc./Melco",13200 40th St. N,Clearwater,FL,33762.0,melco,33762,13200,11.0,-82.6881247806,27.8936939433,13200.0
11238,Ross Plumbing,"T.F.R., Inc.",2004 W. Griffin Road,Leesburg,FL,34748.0,ross plumbing,34748,2004,2.0,-81.8956713367,28.8287230455,2004.0
11239,Florida Federal Insurance,"Florida Federal Insurance Company, Inc.",1240 S Federal Hwy,Boynton Beach,FL,33435.0,florida federal insurance,33435,1240,0.0,-80.0587713796,26.5168938653,1240.0
11240,Carmela's Pizzeria (Too),"Carmela's Pizzeria Too, Inc.",121 S. 3rd Street,Lake Worth,FL,33460.0,carmelas pizzeria (too),33460,121,19.0,-80.0495818766,26.6187682724,121.0
11241,NYPD II Pizza,"NY PIZZA DEPT. II, INC.",6177 Jog Rd,Lake Worth,FL,33467.0,nypd ii pizza,33467,6177,15.0,-80.1464703621,26.6260748185,3463.0
11242,Zuccarelli Pizza,Vin Van Inc.,6009 W. Sunrise,Plantation,FL,33313.0,zuccarelli pizza,33313,6009,26.0,-80.2538619805,26.1487638231,7301.0
11243,Hungry Howie's Pizza & Subs,Xegner Investment Co.,16640 Saddle Club Rd,Weston,FL,33326.0,hungry howies pizza & subs,33326,16640,0.0,-80.3827215404,26.1169076204,16640.0
11244,Poppy's Pizza South,Poppy's Pizza,8373 W. Sunrise Blvd,Plantation,FL,33322.0,poppys pizza south,33322,8373,2.0,-80.2615845599,26.1481711883,8012.0
11245,DiSalvo's Pizza,"Frank Disalvo & Sons, Inc",1895 N. Pine Island Rd,Fort Lauderdale,FL,33328.0,disalvos pizza,33328,1895,23.0,-80.2609234401,26.067803064,4245.0
11246,A P B Pizza Inc.,Annie's Pizza,11348 Wiles Rd,Coral Springs,FL,33076.0,a p b pizza inc,33076,11348,0.0,-80.2788948757,26.2873525669,11348.0
11247,Carroll's Boot Country,"Carrolls Boot Country, Inc.",1586 Capitol Circle N.W.,Tallahassee,FL,32303.0,carrolls boot country,32303,1586,12.0,-84.3632943772,30.4789341935,1586.0
11248,Dollar Star,Warehouse 99 of Miami Inc.,1700 West New Haven Avenue,Melbourne,FL,32904.0,dollar star,32904,1700,0.0,-80.648155892,28.0790618797,1700.0
11249,The Pumpkin Share   #1,"The Pumpkin Share, Inc",3212 nw 7 st,Miami,FL,33125.0,the pumpkin share   #1,33125,3212,20.0,-80.2478681846,25.7791017202,3212.0
11250,The Pumpkin Shell  #2,"The Pumpkin Shell #3, Inc",6025 Mayo St,Hollywood,FL,33023.0,the pumpkin shell  #2,33023,6025,0.0,-80.2076589985,25.9976197473,6025.0
11251,The Pumpkin Share #5,"Creative Child Invetments, Inc",714 NW 32 Ave,Miami,FL,33125.0,the pumpkin share #5,33125,714,15.0,-80.2481614524,25.7794106113,714.0
11252,Watershed Treatment,"The Watershed Treatment Programs, Inc.",4905 Park Ridge Rd,Boynton Beach,FL,33426.0,watershed treatment,33426,4905,15.0,-80.0804261666,26.5412929619,4905.0
11253,"Cladding Systems, Inc.","Cladding Systems, Inc.","4302 Henderson Blvd, Suite 102",Tampa,FL,33629.0,cladding systems inc,33629,4302,0.0,-82.5161844549,27.9246845982,4302.0
11254,Poppy's Pizza & Subs,"DLK, Inc.",4379 N. University Drive,Fort Lauderdale,FL,33351.0,poppys pizza & subs,33351,4379,12.0,-80.251765413,26.1790531325,4379.0
11255,Crothall Services Group,"Crothall Healthcare, Inc.",21281 Grayton Terrace,Port Charlotte,FL,33954.0,crothall services group,33954,21281,0.0,-82.0992693561,27.0275656387,21281.0
11256,Whitewood Assisted Living Facility,Whitewood Assisted Living Facility,2310 Whitewood Avenue,Spring Hill,FL,34609.0,whitewood assisted living facility,34609,2310,0.0,-82.5067362875,28.4679159464,2310.0
11257,"Luque, Olvin F.L.C.",Olvin Luque,"4136 Linda Lane, Apt. 3",West Palm Beach,FL,33406.0,luque olvin flc,33406,4136,12.0,-80.1067729799,26.637518758,4136.0
11258,R & A Farms,"R & A Farms, Inc.",12940 Acme Dairy Road,Lake Worth,FL,33467.0,r & a farms,33467,12940,14.0,-80.1802063699,26.4846782685,12940.0
11259,Tricon Development,"Tricon Development of Brevard, Inc.",925 N. Courtenay Parkway Ste 28,Merritt Island,FL,32953.0,tricon development,32953,925,0.0,-80.7004735501,28.3719553831,925.0
11260,"Mendez, Marcial (HP)","Mendez, Marcial (HP)",3515 Marlin Drive,Sebring,FL,33870.0,mendez marcial (hp),33870,3515,0.0,-81.5010242681,27.5373971717,3515.0
11261,New Image Dentistry,Mohammed Mujeeb DDS P.A.,3226 Lake Washington Rd.,Melbourne,FL,32934.0,new image dentistry,32934,3226,0.0,-80.6754120649,28.1467249961,3226.0
11262,"Sikorsky Support Services, Inc.","Sikorsky Support Services, Inc.",7701 USS Enterprise St.,Milton,FL,32570.0,sikorsky support services inc,32570,7701,0.0,-87.0206770666,30.713715192,7701.0
11263,"Frias, Catalino - HP","Frias, Catalino - HP",310 22nd St. S.,Haines City,FL,33844.0,frias catalino - hp,33844,310,2.0,-81.613621487,28.1120716652,310.0
11264,Joshua Citrus,"Joshua Citrus, Inc.",4135 SE COUNTY RD 760,Arcadia,FL,34266.0,joshua citrus,34266,4135,29.0,-81.8092587089,27.1793126098,4135.0
11265,"Mendoza, Everado FLC","Mendoza, Everado, FLC",1917 North Preston Rd.,Avon Park,FL,33825.0,mendoza everado flc,33825,1917,0.0,-81.5317723082,27.5988844694,1917.0
11266,A.A. Iannaccone Electrical Contractor,A.A. Iannaccone Electrical Contractor,6740 Osteen Rd.,New Port Richey,FL,34653.0,aa iannaccone electrical contractor,34653,6740,5.0,-82.6824606464,28.2551273623,6740.0
11267,"Pathfinders for Indepedence, Inc.","Pathfinders for Independence, Inc.",18418 Timberland Drive,Lutz,FL,33549.0,pathfinders for indepedence inc,33549,18418,10.0,-82.4365714358,28.1407277248,18418.0
11268,Country Boy Family Restaurant,"Larnaca Foods, Inc.",1353 Main St.,Dunedin,FL,34698.0,country boy family restaurant,34698,1353,0.0,-82.7694089756,28.0193745869,1353.0
11269,"Juarbe, Amilcar HP","Juarbe, Amilcar HP",2801 Walden,Avon Park,FL,33825.0,juarbe amilcar hp,33825,2801,12.0,-81.5497481328,27.6393211817,2801.0
11270,Piazza Roma,"The Deep of Tampa, Inc.","2223 N Westshore Blvd, Suite B-209",Tampa,FL,33608.0,piazza roma,33608,2223,13.0,-82.523934684,27.9622866942,2200.0
11271,Skin & Laser Medical Center,Skin & Laser Medical Center. Inc,4325 Lynx Paw Trail,Valrico,FL,33594.0,skin & laser medical center,33594,4325,75.0,-82.2608658485,27.9654712881,1507.0
11272,The Pumpkin Shell #3,"The Pumpkjn Shell #3, Inc",1924 Monroe street,Hollywood,FL,33020.0,the pumpkin shell #3,33020,1924,0.0,-80.1453973274,26.0076722673,1924.0
11273,Dowdle Enterprises LLC,"Dowdle Enterprises, LLC",1442 SW Hwy 17,Arcadia,FL,34266.0,dowdle enterprises llc,34266,1442,21.0,-81.8625237122,27.2037989171,1405.0
11274,"Hogan and Sons, Inc.","Hogan and Sons, Inc.",2745 North St. Lucie Ave.,Vero Beach,FL,32960.0,hogan and sons inc,32960,2745,12.0,-80.4002071814,27.6461543111,2745.0
11275,Seminole Country Inn,"The Seminole Inn, Inc.",15885 SW Warfield Blvd,Indiantown,FL,34956.0,seminole country inn,34956,15885,24.0,-80.4699044426,27.0228047806,15885.0
11276,dba Quest South,Life Concepts Inc,1600 Aaron Ave.,Orlando,FL,32811.0,dba quest south,32811,1600,0.0,-81.4323930217,28.5232986436,1600.0
11277,"Aguilar, Efrain - FLC","Aguilar, Efrain-FLC",535 S Main Street,Lake Placid,FL,33852.0,aguilar efrain - flc,33852,535,2.0,-81.3649188611,27.2909626793,500.0
11278,"Ochoa-Ramos, Jorge - FLC","Ochoa-Ramos, Jorge - FLC",456 McCoy Road,Sebring,FL,33875.0,ochoa-ramos jorge - flc,33875,456,0.0,-81.4761295437,27.3631467321,456.0
11279,"Saucedo, Teodora (HP)","Saucedo, Teodora (HP)",110 Blue Moon Avenue,Lake Placid,FL,33852.0,saucedo teodora (hp),33852,110,0.0,-81.3261472209,27.252604406,110.0
11280,Chicago's Pizzeria,Chicago's Pizzeria,3737 NE 163rd Street,Miami,FL,33162.0,chicagos pizzeria,33162,3737,19.0,-80.1589701373,25.926123283,2099.0
11281,Di Napoli Italian Restaurant,"Di Napoli Restaurant, Inc.",11755 South Dixie Highway,Miami,FL,33156.0,di napoli italian restaurant,33156,11755,8.0,-80.3256124044,25.6623659399,11700.0
11282,Rey's Pizza Corp,Rey's Pizza,2420 SW 137 Avenue,Miami,FL,33175.0,reys pizza corp,33175,2420,27.0,-80.4180827333,25.7412254617,2800.0
11283,ANTHONY'S COAL FIRED PIZZA OF AVENTURA,"ANTHONY COAL FIRED PIZZA OF AVENTURA, INC.",17901 BISCAYNE BLVD,Miami,FL,33160.0,anthonys coal fired pizza of aventura,33160,17901,8.0,-80.1476524534,25.944660653,17901.0
11284,"Superior Roofing Concepts, Inc.","Superior Roofing Concepts, Inc.","12190 44th Street North, Unit A",Clearwater,FL,33762.0,superior roofing concepts inc,33762,12190,11.0,-82.6932531617,27.8828098215,12190.0
11285,Clearwater Beach View Resort,Fifth South LLC,325 S. Gulfview Blvd.,Clearwater Beach,FL,33767.0,clearwater beach view resort,33767,325,6.0,-82.8291728786,27.9731576292,325.0
11286,La Bamba Cafeteria,D.E.S. Enterprises Inc.,7380 SW 42 ST,Miami,FL,33155.0,la bamba cafeteria,33155,7380,20.0,-80.3139068552,25.7314785574,7380.0
11287,Norman Brothers Produce,"Norman Bros. Produce, Inc.",7621 SW 87th Ave,Miami,FL,33173.0,norman brothers produce,33173,7621,8.0,-80.3340913757,25.6990645355,7522.0
11288,"Mojica, Jesus HP","Mojica, Jesus HP",4312 Stephanie Ct.,Winter Haven,FL,33880.0,mojica jesus hp,33880,4312,1.0,-81.7692505535,27.954048416,4312.0
11289,Adalberto Chavez FLC,Adalberto Chavez FLC,2337 Flamingo Road,Hampton,FL,32044.0,adalberto chavez flc,32044,2337,18.0,-82.1342875231,29.8654886615,5301.0
11290,Deco Gate Systems,"Deco Gate Systems, Inc",739 NW 7th Terrace,Fort Lauderdale,FL,33311.0,deco gate systems,33311,739,0.0,-80.1518623915,26.131971586,739.0
11291,"McCarthy & Sons, Inc","McCarthy & Sons, Inc.",15851 John McCarthy Road,Dade City,FL,33523.0,mccarthy & sons inc,33523,15851,0.0,-82.2911547168,28.3884115898,15851.0
11292,T Mobile,T-Mobile USA Inc,1100 W. McNab RD,Fort Lauderdale,FL,33309.0,t mobile,33309,1100,12.0,-80.1580133607,26.2106478553,1100.0
11293,Thunder Cycle Design,"Thunder Cycle Design, Inc.",550 W Sunrise Blvd,Fort Lauderdale,FL,33311.0,thunder cycle design,33311,550,0.0,-80.1499762025,26.1365097465,550.0
11294,Siena Flats Pizzeria,"Siena Flats Pizzeria, LLC","660 Celebration Avenue, Ste 240",Kissimmee,FL,34747.0,siena flats pizzeria,34747,660,11.0,-81.5358848827,28.3212572937,660.0
11295,Green Bandit Lawn Care,Green Bandit Lawn Care Inc,16714 Tobacco Road,Lutz,FL,33558.0,green bandit lawn care,33558,16714,8.0,-82.5424264855,28.1265289757,16714.0
11296,Comprehensive NeuroScience (Ft. Myers),Comprehensive NeuroScience,"3745 Broadway, suite 100",Fort Myers,FL,33901.0,comprehensive neuroscience (ft myers),33901,3745,20.0,-81.8406651896,26.6412545958,3745.0
11297,Agustin Trinidad,Agustin Trinidad,160 3rd E. Wahneta,Winter Haven,FL,33880.0,agustin trinidad,33880,160,13.0,-81.724292497,28.0236789388,160.0
11298,"Railway Auditing & Management Services, Inc.","Railway Auditing & Management Services, Inc.",11250-15 Old St Augustine Road,Jacksonville,FL,32257.0,railway auditing & management services inc,32257,11250-15,6.0,-81.6001090898,30.1615219573,11600.0
11299,All Pro Coatings Inc,All Pro Coatings Inc,1862 E. Jefferson St.,Brooksville,FL,34601.0,all pro coatings inc,34601,1862,6.0,-82.3692677661,28.5438632518,1862.0
11300,The Latt Maxcy Corporation,33 Wall Street,33 Wall Street,Frostproof,FL,33843.0,the latt maxcy corporation,33843,33,2.0,-81.5299127303,27.7461066675,33.0
11301,"Bijou Brigitte, Inc.","Bijou Brigitte, Inc.",459 Brandon Town Center Drive,Brandon,FL,33511.0,bijou brigitte inc,33511,459,0.0,-82.323071916,27.9313905631,459.0
11302,Nu-Way Harvesting,Nu-Way Fruit Company,2950 Central Avenue,Alturas,FL,33820.0,nu-way harvesting,33820,2950,5.0,-81.7089331484,27.8717686241,3101.0
11303,"Santibaez, Belisario - HP","Santibaez, Belisario - HP",703 Apostolic Street,Wauchula,FL,33873.0,santibaez belisario - hp,33873,703,10.0,-81.799260253,27.5362235857,703.0
11304,Blimpie's Subs,"Sivan of Central Florida, Inc.",600 S Hwy 27,Clermont,FL,34714.0,blimpies subs,34714,600,19.0,-81.7428042197,28.5561054436,501.0
11305,Stay-Dry Roofing,"Stay-Dry Roofing of Tampa Bay, Inc.",4700 N. Florida Avenue,Tampa,FL,33603.0,stay-dry roofing,33603,4700,0.0,-82.459512669,27.9880818893,4700.0
11306,"Alpha Dental Services, Inc.","Christina Rudman, DDS",2454 McMullen Booth Road   Unit #410,Clearwater,FL,33759.0,alpha dental services inc,33759,2454,12.0,-82.7088269726,28.0105961904,2454.0
11307,Jupiter Island,Town of Jupiter Island,2 Bridge Road,Hobe Sound,FL,33455.0,jupiter island,33455,2,14.0,-80.1337863203,27.0603589122,8888.0
11308,Petals Panache,"Petals Panache, L.L.C.",2330 Wilton Drive,Wilton Manors,FL,33305.0,petals panache,33305,2330,0.0,-80.1359124597,26.1575541979,2330.0
11309,Public Health Trust,Jackson Health Systems,1611 NW 12 Ave,Miami,FL,33136.0,public health trust,33136,1611,20.0,-80.2149456544,25.7905558344,1611.0
11310,Weiser Security,Weiser Security,8800 49th St. #402,Tampa,FL,33607.0,weiser security,33607,8800,11.0,-80.2649874954,26.0637035264,8800.0
11311,Hardeman Landscape Nursery,Hardeman Landscape Nursery,2207 W. North A St,Tampa,FL,33606.0,hardeman landscape nursery,33606,2207,0.0,-82.4820182341,27.9459267366,2207.0
11312,Century 21 Tenace Realty,"Century 21 Tenace Realty, Inc.",1835 University Drive,Pompano Beach,FL,33071.0,century 21 tenace realty,33071,1835,14.0,-80.252187521,26.2542222135,1835.0
11313,"All Granite and Marble, Inc.","All Granite and Marble, Inc.",1909 North Washington Blvd.,Sarasota,FL,34234.0,all granite and marble inc,34234,1909,0.0,-82.5305301368,27.3541805035,1909.0
11314,Don's Lawn Maintenance,Don's Lawn Maintenace,10 507 County Rd 672,Riverview,FL,33569.0,dons lawn maintenance,33569,10,35.0,-82.3074384415,27.7702194135,11718.0
11315,Pompano Supermarket,R & A Food Corporation,11 NE 3rd Avenue,Pompano Beach,FL,33060.0,pompano supermarket,33060,11,0.0,-80.121600135,26.2317165644,11.0
11316,Red Ginger Asian Bistro,H & L Investment LLC,"1726 St, Lucie West Blvd",Port Saint Lucie,FL,34986.0,red ginger asian bistro,34986,1726,21.0,-80.3769394766,27.316771866,1198.0
11317,"Terk's Roofing, Inc.","Terk's Roofing, Inc.",4217 Grand Boulevard,New Port Richey,FL,34652.0,terks roofing inc,34652,4217,6.0,-82.7196718217,28.2392270347,5501.0
11318,Pasco Roofing,"Bob Carroll Building Contractor, Inc.",8535 Formel Avenue,Port Richey,FL,34668.0,pasco roofing,34668,8535,0.0,-82.7101124633,28.2816595463,8535.0
11319,Riverwalk Christian Academy,Riverwalk Church -Riverwalk Christian Academy,801 W. 22nd Street,Sanford,FL,32773.0,riverwalk christian academy,32773,801,1.0,-81.2761601293,28.7920667438,801.0
11320,"Unlimited Fruit Company, FLC","Unlimited Fruit Company, Inc.",1634 26th Avenue,Vero Beach,FL,32960.0,unlimited fruit company flc,32960,1634,0.0,-80.4120986407,27.6316282135,1634.0
11321,Slappy Apartments,"Slappy, Artis, HP",14718 SW 170th Avenue,Indiantown,FL,34956.0,slappy apartments,34956,14718,0.0,-80.4851212589,27.026379285,14718.0
11322,United States Postal Service,United States Postal Service,16000 Pines Blvd,Pembroke Pines,FL,33082.0,united states postal service,33082,16000,2.0,-80.3619230002,26.007653706,16000.0
11323,T.J. & I Harvesting Inc.,"TJ & I harvesting,  Inc",62780 Frontier Circle,Labelle,FL,33935.0,tj & i harvesting inc,33935,62780,0.0,-81.3725448263,26.7804863142,62780.0
11324,A & D Harvesting Inc,A & D Harvesting Inc,4016 Teak Lane,Labelle,FL,33935.0,a & d harvesting inc,33935,4016,5.0,-81.3951781255,26.7559477972,4016.0
11325,Miami Drywall & Stucco Inc.,Triarc Construction Corporation,"8360 W. Flagler, Suite 201",Miami,FL,33144.0,miami drywall & stucco inc,33144,8360,11.0,-80.2419792211,25.8503105433,8360.0
11326,401K Exchange,"401K Exchange, Inc.",2230 Jog Road,West Palm Beach,FL,33415.0,401k exchange,33415,2230,13.0,-80.145535597,26.6444152273,2230.0
11327,Kahn Grove Service Co.,Kahn Grove Service Co.,200 Commerce,Sebring,FL,33870.0,kahn grove service co,33870,200,17.0,-81.4421758736,27.4968242427,200.0
11328,Accent Lawn Care Inc,Accent Lawn Care Inc,13034 Delwood Rd,Tampa,FL,33624.0,accent lawn care inc,33624,13034,10.0,-82.5273380874,28.0681909393,13034.0
11329,Truman Books & Video,"Truman Books & Video, Inc.",922 Truman Ave,Key West,FL,33040.0,truman books & video,33040,922,0.0,-81.7938114043,24.5544257524,922.0
11330,Amerigroup of Orlando,"Amerigroup Florida, Inc.","604 Courtland St, Ste. 350",Orlando,FL,32804.0,amerigroup of orlando,32804,604,53.0,-81.3880866949,28.6029973885,604.0
11331,Siarrah Citgo,"Samsia, Inc.",4845 N. Orange Blossom Trail,Orlando,FL,32810.0,siarrah citgo,32810,4845,0.0,-81.4241868401,28.6078891179,4845.0
